mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7486880601424997,0.5458017924559989,1.0,0.9868806014249966,0.40288626768650077,0.47918357900250236,0.3141689504610037,imL
0.7412842491724974,0.5221095973519915,1.0,0.9128424917249733,0.4191746518205059,0.5310102557925186,0.3941301089370287,imL
0.731085415799783,0.4894733305593059,1.0,0.810854157997831,0.44161208524047724,0.6024020894015183,0.5042775093623426,imL
0.7431628065838735,0.528120981068395,1.0,0.9316280658387344,0.41504182551547847,0.5178603539128859,0.3738416888941669,imL
0.7379949774671074,0.5115839278947436,1.0,0.8799497746710737,0.4264110495723638,0.5540351577302484,0.4296542433552404,imL
0.7128270537743536,0.4310465720779316,1.0,0.6282705377435364,0.481780481696422,0.7302106235795245,0.7014678192369808,imL
0.7024680386148103,0.39789772356739334,1.0,0.5246803861481042,0.5045703150474171,0.802723729696327,0.8133451829600475,imL
0.7099120175919903,0.4217184562943691,1.0,0.5991201759199033,0.48819356129762126,0.7506158768560676,0.7329502100065044,imL
0.7070220404591145,0.41247052946916674,1.0,0.570220404591146,0.4945515109899479,0.7708457167861977,0.7641619630415624,imL
0.717386662542652,0.4456373201364866,1.0,0.6738666254265205,0.4717493424061655,0.6982933622014356,0.6522240445393579,imL
0.701991861905036,0.39637395809611564,1.0,0.5199186190503613,0.5056179038089205,0.806056966664747,0.8184878914256097,imL
0.7446871133522249,0.5329987627271198,1.0,0.9468711335222489,0.4116883506251052,0.5071902065344257,0.35737917579597106,imL
0.7259484565910395,0.4730350610913262,1.0,0.7594845659103943,0.45291339549971327,0.638360803862724,0.5597566688167741,imL
0.740946695812686,0.5210294266005951,1.0,0.9094669581268597,0.4199172692120909,0.5333731293111982,0.3977756852229915,imL
0.7451469390681482,0.5344702050180743,1.0,0.9514693906814821,0.410676734050074,0.5039714265229625,0.3524130580639993,imL
0.7298847757576332,0.4856312824244264,1.0,0.7988477575763324,0.4442534933332069,0.6108065696965673,0.5172444218175609,imL
0.7001743344048862,0.39055787009563586,1.0,0.5017433440488621,0.5096164643092503,0.8187796591657965,0.8381171884272289,imL
0.7274156161339874,0.47772997162875974,1.0,0.7741561613398742,0.4496856445052277,0.628090687062088,0.5439113457529359,imL
0.705177335663797,0.40656747412415084,1.0,0.5517733566379712,0.4986098615396463,0.7837586503534201,0.7840847748309909,imL
0.7494839443657382,0.5483486219703624,1.0,0.9948394436573823,0.4011353223953759,0.47361238943983236,0.30557340085002704,imL
0.7214166610550348,0.4585333153761114,1.0,0.7141666105503481,0.4628833456789234,0.6700833726147563,0.608700060605624,imL
0.7133709462663869,0.432787028052438,1.0,0.6337094626638686,0.4805839182139489,0.7264033761352919,0.6955937803230218,imL
0.7162509633529632,0.44200308272948247,1.0,0.6625096335296325,0.47424788062348083,0.7062432565292571,0.6644895957879967,imL
0.7378844203290178,0.5112301450528571,1.0,0.8788442032901782,0.4266542752761608,0.5548090576968752,0.4308482604466074,imL
0.7123691804671247,0.42958137749479924,1.0,0.6236918046712476,0.48278780297232554,0.7334157367301266,0.7064128509550525,imL
0.7021651699482011,0.3969285438342436,1.0,0.5216516994820111,0.5052366261139576,0.8048438103625921,0.816616164559428,imL
0.7199650689594068,0.453888220670102,1.0,0.6996506895940686,0.46607684828930496,0.680244517284152,0.6243772552384059,imL
0.7315405967126956,0.49092990948062587,1.0,0.8154059671269558,0.44061068723206975,0.5992158230111309,0.4993615555028877,imL
0.7099231398163593,0.42175404741234995,1.0,0.5992313981635936,0.4881690924040094,0.7505380212854844,0.7328300899833189,imL
0.7323687664226671,0.49358005255253484,1.0,0.8236876642266713,0.43878871387013235,0.5934186350413301,0.49041732263519494,imL
0.7295519121555093,0.4845661188976298,1.0,0.795519121555093,0.44498579325787957,0.6131366149114348,0.5208393487204994,imL
0.738884389979107,0.5144300479331424,1.0,0.8888438997910699,0.4244543420459646,0.5478092701462509,0.42004858822564434,imL
0.7330206012509113,0.49566592400291615,1.0,0.8302060125091129,0.4373546772479952,0.588855791243621,0.4833775064901581,imL
0.7346229588485398,0.5007934683153276,1.0,0.8462295884853984,0.43382949053321235,0.577639288060221,0.46607204443576966,imL
0.7456019336970848,0.5359261878306716,1.0,0.9560193369708484,0.40967574586641337,0.5007864641204061,0.34749911607148365,imL
0.7136464320564155,0.43366858258052965,1.0,0.6364643205641551,0.4799778494758859,0.7244749756050913,0.6926185337907125,imL
0.7281766611306841,0.4801653156181892,1.0,0.7817666113068411,0.44801134551249494,0.6227633720852112,0.5356920597886115,imL
0.7135800344596697,0.43345611027094294,1.0,0.6358003445966967,0.48012392418872674,0.7249397587823123,0.6933356278355676,imL
0.7260149690036508,0.4732479008116828,1.0,0.7601496900365087,0.4527670681919681,0.6378952169744438,0.5590383347605705,imL
0.7455159630572437,0.5356510817831797,1.0,0.9551596305724362,0.40986488127406406,0.5013882585992946,0.3484275989817688,imL
0.7401413511211494,0.5184523235876781,1.0,0.901413511211494,0.4216890275334713,0.5390105421519541,0.4064734078915863,imL
0.7100735099096599,0.42223523171091193,1.0,0.6007350990965998,0.48783827819874803,0.7494854306323802,0.7312060929756722,imL
0.7240080411090017,0.46682573154880563,1.0,0.7400804110900175,0.4571823095601962,0.6519437122369877,0.580713156022781,imL
0.7052411386619953,0.4067716437183851,1.0,0.5524113866199534,0.49846949494361026,0.7833120293660326,0.7833957024504504,imL
0.7488839644336038,0.5464286861875323,1.0,0.9888396443360382,0.40245527824607163,0.4778122489647732,0.3120531841170786,imL
0.7170046839300552,0.44441498857617695,1.0,0.6700468393005529,0.4725896953538784,0.7009672124896129,0.6563494135554029,imL
0.7102339096100891,0.4227485107522855,1.0,0.6023390961008921,0.4874853988578038,0.7483626327293755,0.7294737762110366,imL
0.7295342473133446,0.48450959140270267,1.0,0.7953424731334457,0.44502465591064194,0.6132602688065879,0.5210301290158785,imL
0.7285184039640595,0.48125889268499045,1.0,0.7851840396405951,0.4472595112790691,0.6203711722515834,0.5320012371881573,imL
0.7291469388943889,0.48327020446204433,1.0,0.7914693889438884,0.44587673443234455,0.615971427739278,0.5252130599406004,imL
0.7376327429612782,0.5104247774760905,1.0,0.8763274296127828,0.4272079654851878,0.556570799271052,0.43356637601819464,imL
0.7497990401855352,0.5493569285937128,1.0,0.9979904018553524,0.4004421115918225,0.47140671870125334,0.3021703659962194,imL
0.7243196231981961,0.4678227942342277,1.0,0.7431962319819614,0.4564968289639685,0.649762637612627,0.5773480694594816,imL
0.7098642874592959,0.4215657198697468,1.0,0.5986428745929586,0.4882985675895491,0.7509499877849288,0.7334656954396046,imL
0.7261366637740742,0.47363732407703746,1.0,0.761366637740742,0.45249933969703676,0.6370433535814806,0.5577240312399986,imL
0.7400594937669169,0.5181903800541341,1.0,0.9005949376691691,0.4218691137127828,0.5395835436315817,0.40735746731729733,imL
0.7096228379797618,0.420793081535238,1.0,0.5962283797976186,0.4888297564445239,0.752640134141667,0.7360733498185719,imL
0.7234668043060342,0.46509377377930927,1.0,0.7346680430603414,0.4583730305267249,0.655732369857761,0.5865585134948312,imL
0.7116134351001798,0.4271629923205757,1.0,0.6161343510017989,0.48445044277960425,0.7387059542987406,0.7145749009180571,imL
0.7324467730986158,0.4938296739155707,1.0,0.8244677309861583,0.4386170991830452,0.5928725883096891,0.4895748505349489,imL
0.7220176397047606,0.46045644705523403,1.0,0.7201763970476062,0.46156119264952666,0.6658765220666756,0.6022094911885854,imL
0.7329884010582297,0.4955628833863351,1.0,0.829884010582297,0.4374255176718947,0.5890811925923921,0.4837252685711192,imL
0.7225913681478285,0.4622923780730513,1.0,0.7259136814782852,0.46029899007477726,0.6618604229652003,0.5960132240034519,imL
0.7105493023097463,0.42375776739118853,1.0,0.6054930230974642,0.48679153491855787,0.7461548838317751,0.7260675350547386,imL
0.7213802902271329,0.45841692872682543,1.0,0.7138029022713295,0.46296336150030754,0.6703379684100694,0.6090928655469642,imL
0.7287981353311556,0.48215403305969773,1.0,0.7879813533115554,0.44664410227145784,0.6184130526819112,0.5289801384235202,imL
0.7038587643748924,0.4023480459996556,1.0,0.5385876437489238,0.5015107183752368,0.7929886493757533,0.7983253447511623,imL
0.7070080642799628,0.4124258056958811,1.0,0.5700806427996283,0.4945822585840818,0.77094355004026,0.7643129057764013,imL
0.7217906387968726,0.4597300441499922,1.0,0.7179063879687255,0.4620605946468804,0.667465528421892,0.6046611009937763,imL
0.7016300430542658,0.3952161377736506,1.0,0.5163004305426582,0.5064139052806153,0.8085896986201392,0.8223955350139291,imL
0.7099219072653306,0.42175010324905804,1.0,0.5992190726533063,0.48817180401627264,0.7505466491426855,0.7328434015344292,imL
0.7248896442613015,0.4696468616361651,1.0,0.7488964426130158,0.45524278262513657,0.645772490170889,0.5711918419779429,imL
0.7365129257179824,0.5068413622975441,1.0,0.865129257179825,0.42967156342043855,0.5644095199741225,0.44566040224578896,imL
0.7420094886707506,0.5244303637464018,1.0,0.9200948867075056,0.4175791249243488,0.525933579304746,0.3862975223558939,imL
0.7198340616885487,0.453468997403356,1.0,0.6983406168854873,0.4663650642851928,0.6811615681801588,0.6257921337636736,imL
0.7325704965820412,0.49422558906253194,1.0,0.8257049658204122,0.43834490751950933,0.5920065239257114,0.48823863691395475,imL
0.7282107616952727,0.4802744374248727,1.0,0.782107616952727,0.4479363242704001,0.622524668133091,0.5353237736910548,imL
0.7038803281763616,0.4024170501643572,1.0,0.5388032817636162,0.5014632780120044,0.7928377027654686,0.7980924556952944,imL
0.7388559582465739,0.5143390663890365,1.0,0.8885595824657391,0.42451689185753744,0.5480082922739826,0.4203556509370018,imL
0.700177648569669,0.3905684754229411,1.0,0.5017764856966909,0.509609173146728,0.8187564600123164,0.8380813954475739,imL
0.6802568711150059,0.4991376129300011,0.48,0.5,0.5377155967674998,0.7051743224199936,0.6894862577699883,imS
0.8307869693374494,0.5265067216977181,0.48,0.5,0.5308733195755705,0.5409596698136915,0.38842606132510105,imS
0.7043714727782859,0.5035220859596884,0.48,0.5,0.536619478510078,0.6788674842418699,0.6412570544434282,imS
0.6482504282401123,0.4933182596800204,0.48,0.5,0.539170435079995,0.7400904419198776,0.7534991435197755,imS
0.781160730198784,0.5174837691270516,0.48,0.5,0.5331290577182372,0.5950973852376902,0.487678539602432,imS
0.6804635051042236,0.49917518274622247,0.48,0.5,0.5377062043134444,0.7049489035226651,0.6890729897915528,imS
0.7241122603732546,0.5071113200678645,0.48,0.5,0.5357221699830339,0.6573320795928131,0.6017754792534907,imS
0.8374393123054464,0.5277162386009903,0.48,0.5,0.5305709403497525,0.5337025683940585,0.37512137538910717,imS
0.7799628669063177,0.5172659758011486,0.48,0.5,0.5331835060497129,0.596404145193108,0.4900742661873647,imS
0.7498676493183319,0.5117941180578786,0.48,0.5,0.5345514704855304,0.6292352916527288,0.550264701363336,imS
0.7239280182138549,0.5070778214934282,0.48,0.5,0.535730544626643,0.657533071039431,0.6021439635722903,imS
0.6684781316297124,0.49699602393267495,0.48,0.5,0.5382509940168313,0.7180238564039502,0.7130437367405753,imS
0.6317845066467384,0.49032445575395245,0.48,0.5,0.539918886061512,0.7580532654762855,0.7864309867065233,imS
0.8098618199151397,0.52270214907548,0.48,0.5,0.53182446273113,0.5637871055471203,0.4302763601697206,imS
0.6739122361110569,0.49798404292928306,0.48,0.5,0.5380039892676792,0.7120957424243016,0.7021755277778863,imS
0.7377390843845721,0.5095889244335586,0.48,0.5,0.5351027688916103,0.6424664533986486,0.5745218312308557,imS
0.7332492719143131,0.5087725948935115,0.48,0.5,0.5353068512766221,0.6473644306389312,0.5835014561713738,imS
0.8103979452287645,0.5227996264052299,0.48,0.5,0.5318000933986925,0.5632022415686205,0.42920410954247085,imS
0.7258513256077916,0.5074275137468712,0.48,0.5,0.5356431215632822,0.6554349175187728,0.5982973487844168,imS
0.6595491577828987,0.4953725741423452,0.48,0.5,0.5386568564644137,0.7277645551459287,0.7309016844342027,imS
0.8408991203281726,0.5283452946051224,0.48,0.5,0.5304136763487195,0.5299282323692662,0.3682017593436546,imS
0.6778598543584909,0.49870179170154383,0.48,0.5,0.5378245520746141,0.7077892497907372,0.6942802912830182,imS
0.7674352838395353,0.51498823342537,0.48,0.5,0.5337529416436575,0.6100705994477797,0.5151294323209294,imS
0.7508631707534378,0.5119751219551705,0.48,0.5,0.5345062195112074,0.628149268268977,0.5482736584931244,imS
0.8000359316948582,0.5209156239445197,0.48,0.5,0.5322710940138701,0.574506256332882,0.44992813661028364,imS
0.6353148819342835,0.49096634216986973,0.48,0.5,0.5397584144575326,0.7542019469807817,0.779370236131433,imS
0.820068847824801,0.524557972331782,0.48,0.5,0.5313605069170545,0.552652166009308,0.40986230435039794,imS
0.6494567029557826,0.4935375823555968,0.48,0.5,0.5391156044111008,0.738774505866419,0.7510865940884348,imS
0.6307231337854996,0.49013147887009084,0.48,0.5,0.5399671302824773,0.759211126779455,0.7885537324290008,imS
0.7026841794422369,0.503215305353134,0.48,0.5,0.5366961736617165,0.6807081678811961,0.6446316411155263,imS
0.8333944048144202,0.5269808008753492,0.48,0.5,0.5307547997811628,0.5381151947479053,0.3832111903711597,imS
0.7612947358875772,0.5138717701613777,0.48,0.5,0.5340320574596557,0.6167693790317339,0.5274105282248455,imS
0.8311630015987791,0.5265750911997781,0.48,0.5,0.5308562272000555,0.5405494528013318,0.38767399680244163,imS
0.6730466647965954,0.4978266663266537,0.48,0.5,0.5380433334183367,0.7130400020400778,0.7039066704068093,imS
0.6741732360016603,0.4980314974548473,0.48,0.5,0.5379921256362882,0.7118110152709161,0.7016535279966795,imS
0.6316915742886168,0.4903075589615667,0.48,0.5,0.5399231102596084,0.7581546462305999,0.7866168514227665,imS
0.71700566864719,0.5058192124813072,0.48,0.5,0.5360451968796732,0.6650847251121564,0.6159886627056201,imS
0.7443065274099474,0.5107830049836268,0.48,0.5,0.5348042487540934,0.6353019700982392,0.5613869451801051,imS
0.6574538771904388,0.4949916140346252,0.48,0.5,0.5387520964913437,0.7300503157922487,0.7350922456191225,imS
0.7410539157073681,0.5101916210377033,0.48,0.5,0.5349520947405743,0.6388502737737802,0.5678921685852636,imS
0.7475428808211178,0.5113714328765668,0.48,0.5,0.5346571417808583,0.6317714027405988,0.5549142383577645,imS
0.781566701371701,0.5175575820675821,0.48,0.5,0.5331106044831045,0.5946545075945079,0.48686659725659787,imS
0.830817135714418,0.5265122064935306,0.48,0.5,0.5308719483766174,0.5409267610388168,0.38836572857116397,imS
0.645172590312084,0.49275865278401526,0.48,0.5,0.5393103368039962,0.7434480832959084,0.7596548193758321,imS
0.6604932026814497,0.4955442186693545,0.48,0.5,0.5386139453326614,0.7267346879838731,0.7290135946371006,imS
0.7939101793757131,0.5198018507955842,0.48,0.5,0.532549537301104,0.5811888952264949,0.4621796412485738,imS
0.7196875779437806,0.5063068323534147,0.48,0.5,0.5359232919116463,0.6621590058795122,0.6106248441124389,imS
0.6316349915555666,0.4902972711919212,0.48,0.5,0.5399256822020198,0.7582163728484729,0.7867300168888669,imS
0.7083409449450188,0.5042438081718216,0.48,0.5,0.5364390479570447,0.6745371509690705,0.6333181101099625,imS
0.7298955263545225,0.5081628229735495,0.48,0.5,0.5354592942566127,0.6510230621587028,0.590208947290955,imS
0.8306770096285511,0.5264867290233729,0.48,0.5,0.5308783177441568,0.5410796258597624,0.38864598074289775,imS
0.7288045242617726,0.507964458956686,0.48,0.5,0.5355088852608285,0.6522132462598844,0.5923909514764548,imS
0.6499905621324062,0.4936346476604375,0.48,0.5,0.5390913380848906,0.738192114037375,0.7500188757351873,imS
0.6929086954197157,0.5014379446217665,0.48,0.5,0.5371405138445584,0.6913723322694012,0.6641826091605687,imS
0.7608324665206565,0.5137877211855739,0.48,0.5,0.5340530697036066,0.6172736728865565,0.528335066958687,imS
0.7104864789930576,0.504633905271465,0.48,0.5,0.5363415236821337,0.6721965683712099,0.6290270420138848,imS
0.7106435575250181,0.5046624650045487,0.48,0.5,0.5363343837488629,0.6720252099727075,0.6287128849499638,imS
0.804269102530936,0.5216852913692611,0.48,0.5,0.5320786771576848,0.5698882517844335,0.44146179493812804,imS
0.8254347226347135,0.5255335859335843,0.48,0.5,0.531116603516604,0.5467984843984944,0.399130554730573,imS
0.8287369324964277,0.5261339877266232,0.48,0.5,0.5309665030683443,0.5431960736402607,0.39252613500714456,imS
0.8232423611968723,0.5251349747630677,0.48,0.5,0.5312162563092331,0.5491901514215939,0.4035152776062554,imS
0.6734342534490316,0.497897136990733,0.48,0.5,0.5380257157523167,0.7126171780556019,0.7031314931019367,imS
0.7011838365782227,0.5029425157414951,0.48,0.5,0.5367643710646263,0.6823449055510298,0.6476323268435547,imS
0.6321752115290162,0.4903954930052757,0.48,0.5,0.5399011267486811,0.757627041968346,0.7856495769419676,imS
0.7103010671296716,0.5046001940235767,0.48,0.5,0.5363499514941059,0.6723988358585402,0.6293978657406569,imS
0.8078616491093201,0.5223384816562401,0.48,0.5,0.53191537958594,0.5659691100625598,0.4342767017813596,imS
0.7159371154811685,0.5056249300874852,0.48,0.5,0.5360937674781288,0.666250419475089,0.6181257690376631,imS
0.7609332781668756,0.5138060505757955,0.48,0.5,0.5340484873560511,0.6171636965452265,0.5281334436662486,imS
0.7452403432499615,0.5109527896818112,0.48,0.5,0.5347618025795472,0.634283261909133,0.5595193135000771,imS
0.829496081879831,0.5262720148872421,0.48,0.5,0.5309319962781895,0.542367910676548,0.3910078362403379,imS
0.7261159155245087,0.5074756210044561,0.48,0.5,0.535631094748886,0.6551462739732632,0.5977681689509826,imS
0.7013230758274509,0.5029678319686275,0.48,0.5,0.5367580420078432,0.6821930081882354,0.6473538483450981,imS
0.7304863726901399,0.5082702495800254,0.48,0.5,0.5354324376049937,0.6503785025198474,0.5890272546197202,imS
0.7322751694758103,0.5085954853592383,0.48,0.5,0.5353511286601905,0.6484270878445706,0.5854496610483794,imS
0.6464152718542246,0.4929845948825863,0.48,0.5,0.5392538512793534,0.7420924307044822,0.7571694562915506,imS
0.6761007022701021,0.4983819458672913,0.48,0.5,0.5379045135331773,0.7097083247962522,0.6977985954597958,imS
0.6484535416768792,0.4933551893957962,0.48,0.5,0.5391612026510509,0.7398688636252228,0.7530929166462418,imS
0.7589848532544764,0.5134517915008139,0.48,0.5,0.5341370521247966,0.6192892509951167,0.5320302934910472,imS
0.7632244941537305,0.5142226353006782,0.48,0.5,0.5339443411748305,0.6146641881959304,0.523551011692539,imS
0.7744927760337,0.5162714138243091,0.48,0.5,0.5334321465439228,0.6023715170541454,0.5010144479325999,imS
0.8129416003615076,0.5232621091566377,0.48,0.5,0.5316844727108406,0.5604273450601736,0.4241167992769847,imS
0.7063890369019481,0.5038889158003542,0.48,0.5,0.5365277710499115,0.6766665051978747,0.6372219261961036,imS
0.7648370166587932,0.5145158212106897,0.48,0.5,0.5338710446973276,0.612905072735862,0.5203259666824136,imS
0.7997022180467781,0.5208549487357779,0.48,0.5,0.5322862628160556,0.5748703075853331,0.4505955639064439,imS
0.6812037956336929,0.4993097810243078,0.48,0.5,0.5376725547439231,0.7041413138541531,0.6875924087326142,imS
0.8330714398348102,0.5269220799699655,0.48,0.5,0.5307694800075087,0.5384675201802069,0.3838571203303794,imS
0.7118678512692252,0.5048850638671318,0.48,0.5,0.536278734033217,0.6706896167972088,0.6262642974615495,imS
0.7084944353442544,0.5042717155171371,0.48,0.5,0.5364320711207158,0.6743697068971771,0.6330111293114913,imS
0.8241079260168012,0.525292350184873,0.48,0.5,0.5311769124537817,0.5482458988907624,0.4017841479663975,imS
0.7596463281486174,0.513572059663385,0.48,0.5,0.5341069850841538,0.6185676420196902,0.5307073437027652,imS
0.7617827249836329,0.5139604954515696,0.48,0.5,0.5340098761371076,0.6162370272905823,0.5264345500327341,imS
0.6521334273943521,0.49402425952624585,0.48,0.5,0.5389939351184386,0.735854442842525,0.7457331452112959,imS
0.7040445392927734,0.503462643507777,0.48,0.5,0.5366343391230558,0.6792241389533381,0.6419109214144532,imS
0.8219399787661589,0.5248981779574835,0.48,0.5,0.5312754555106292,0.5506109322550994,0.4061200424676822,imS
0.6624744134207412,0.4959044388037711,0.48,0.5,0.5385238902990572,0.7245733671773732,0.7250511731585176,imS
0.767774920757057,0.5150499855921922,0.48,0.5,0.5337375036019519,0.6097000864468469,0.514450158485886,imS
0.7889799607359429,0.5189054474065351,0.48,0.5,0.5327736381483663,0.5865673155607896,0.4720400785281141,imS
0.7034460951126106,0.5033538354750201,0.48,0.5,0.536661541131245,0.6798769871498793,0.6431078097747788,imS
0.6790274194846906,0.4989140762699437,0.48,0.5,0.5377714809325141,0.7065155423803376,0.691945161030619,imS
0.6757768077198278,0.4983230559490596,0.48,0.5,0.5379192360127352,0.7100616643056423,0.6984463845603442,imS
0.6360875847131467,0.4911068335842085,0.48,0.5,0.5397232916039479,0.7533589984947491,0.7778248305737065,imS
0.8117425872742854,0.5230441067771429,0.48,0.5,0.5317389733057143,0.5617353593371432,0.42651482545142927,imS
0.7905452544376235,0.5191900462613861,0.48,0.5,0.5327024884346535,0.5848597224316834,0.4689094911247529,imS
0.7763110088032315,0.5166020016005876,0.48,0.5,0.5333494995998531,0.6003879903964748,0.4973779823935371,imS
0.6516369823913701,0.4939339967984309,0.48,0.5,0.5390165008003923,0.7363960192094144,0.7467260352172599,imS
0.8252188717182344,0.5254943403124063,0.48,0.5,0.5311264149218985,0.5470339581255624,0.3995622565635311,imS
0.7404586092710886,0.5100833835038343,0.48,0.5,0.5349791541240414,0.6394996989769942,0.5690827814578227,imS
0.8172066179111488,0.5240375668929361,0.48,0.5,0.531490608276766,0.5557745986423831,0.41558676417770235,imS
0.8158522348231587,0.5237913154223925,0.48,0.5,0.5315521711444019,0.5572521074656451,0.4182955303536826,imS
0.8382879790594306,0.5278705416471693,0.48,0.5,0.5305323645882077,0.5327767501169848,0.37342404188113865,imS
0.6837376032783418,0.49977047332333485,0.48,0.5,0.5375573816691663,0.7013771600599908,0.6825247934433165,imS
0.8286595184330681,0.526119912442376,0.48,0.5,0.530970021889406,0.543280525345744,0.39268096313386386,imS
0.7983594842532888,0.5206108153187798,0.48,0.5,0.5323472961703051,0.5763351080873211,0.45328103149342214,imS
0.6842478289781658,0.4998632416323938,0.48,0.5,0.5375341895919016,0.7008205502056373,0.6815043420436683,imS
0.821027058612343,0.5247321924749715,0.48,0.5,0.5313169518812572,0.5516068451501712,0.40794588277531385,imS
0.7416249441765033,0.5102954443957278,0.48,0.5,0.5349261389010681,0.6382273336256329,0.5667501116469935,imS
0.6645701863603636,0.496285488429157,0.48,0.5,0.5384286278927107,0.7222870694250579,0.720859627279273,imS
0.7325407586787808,0.5086437743052329,0.48,0.5,0.5353390564236918,0.6481373541686029,0.5849184826424385,imS
0.7411750894330152,0.5102136526241846,0.48,0.5,0.5349465868439539,0.6387180842548924,0.5676498211339694,imS
0.8404914413538822,0.5282711711552514,0.48,0.5,0.5304322072111872,0.5303729730684921,0.3690171172922355,imS
0.675075804189882,0.49819560076179675,0.48,0.5,0.5379510998095508,0.7108263954292197,0.6998483916202359,imS
0.7975526143887899,0.5204641117070528,0.48,0.5,0.5323839720732368,0.5772153297576836,0.45489477122242006,imS
0.8049412155380318,0.5218074937341877,0.48,0.5,0.5320481265664532,0.5691550375948744,0.4401175689239363,imS
0.8437349315485105,0.5288608966451838,0.48,0.5,0.5302847758387041,0.5268346201288976,0.3625301369029789,imS
0.6397932702040605,0.49178059458255646,0.48,0.5,0.5395548513543609,0.7493164325046613,0.7704134595918791,imS
0.6837129196230425,0.49976598538600775,0.48,0.5,0.5375585036534981,0.7014040876839536,0.682574160753915,imS
0.8021895440358247,0.5213071898246954,0.48,0.5,0.5321732025438262,0.5721568610518276,0.4456209119283506,imS
0.6634452067961215,0.4960809466902039,0.48,0.5,0.5384797633274491,0.7235143198587766,0.723109586407757,imS
0.8232149352073883,0.5251299882195252,0.48,0.5,0.5312175029451187,0.5492200706828492,0.4035701295852234,imS
0.6967566103619108,0.5021375655203474,0.48,0.5,0.5369656086199132,0.6871746068779154,0.6564867792761783,imS
0.6319630838196414,0.4903569243308439,0.48,0.5,0.5399107689172891,0.7578584540149367,0.7860738323607173,imS
0.7435765832082294,0.5106502878560417,0.48,0.5,0.5348374280359895,0.6360982728637496,0.562846833583541,imS
0.786321964370962,0.518422175340175,0.48,0.5,0.5328944561649563,0.5894669479589505,0.47735607125807594,imS
0.8281837936686958,0.526033417030672,0.48,0.5,0.530991645742332,0.5437994978159681,0.3936324126626083,imS
0.7690007149896447,0.5152728572708445,0.48,0.5,0.5336817856822889,0.608362856374933,0.5119985700207105,imS
0.7463442800084209,0.5111535054560765,0.48,0.5,0.5347116236359809,0.6330789672635408,0.5573114399831581,imS
0.8355908538153549,0.5273801552391555,0.48,0.5,0.5306549611902112,0.5357190685650673,0.3788182923692901,imS
0.8323636642675227,0.526793393503186,0.48,0.5,0.5308016516242036,0.5392396389808843,0.38527267146495453,imS
0.8407254332794362,0.5283137151417157,0.48,0.5,0.5304215712145711,0.530117709149706,0.36854913344112766,imS
0.7681618726509258,0.5151203404819865,0.48,0.5,0.5337199148795034,0.6092779571080809,0.5136762546981484,imS
0.6994738165779391,0.5187082302385011,1.0,0.5,0.4789950107431851,0.5528229424403748,0.23440149270655755,omL
0.6608150428243098,0.4948902569458586,1.0,0.5,0.5497805138917172,0.5616300856486196,0.34369914351380465,omL
0.662131839953469,0.49155042905706836,1.0,0.5,0.5367053382537298,0.5596123927357329,0.3532168728753259,omL
0.6663656087056051,0.5281936522336307,1.0,0.5,0.6163873044672614,0.5727312174112102,0.23268782588789771,omL
0.70369746097616,0.463781523414304,1.0,0.5,0.522521015609536,0.586218476585696,0.3075630468286079,omL
0.7626506636730865,0.5646550281258811,1.0,0.5,0.3813580652325026,0.5413362429685298,0.03338425194927014,omL
0.668049637890524,0.5382978273431435,1.0,0.5,0.636595654686287,0.5760992757810478,0.1990072421895218,omL
0.6669578250475334,0.49506023639820607,1.0,0.5,0.5292469976538121,0.5587349409004485,0.3378614657578483,omL
0.665276172492153,0.5216570349529178,1.0,0.5,0.6033140699058357,0.570552344984306,0.25447655015694054,omL
0.6645992440412833,0.49,1.0,0.5,0.5583969761651334,0.5577003779793583,0.3416030238348666,omL
0.6780513783113692,0.49,1.0,0.5,0.6122055132454765,0.5509743108443155,0.2877944867545235,omL
0.6661917924517218,0.5271507547103301,1.0,0.5,0.6143015094206602,0.5723835849034433,0.2361641509655663,omL
0.6669434692858418,0.49,1.0,0.5,0.567773877143367,0.5565282653570792,0.332226122856633,omL
0.6933063105355782,0.47001621367865304,1.0,0.5,0.5266774757857687,0.579983786321347,0.3200324273573061,omL
0.6647861289723911,0.49,1.0,0.5,0.559144515889564,0.5576069355138046,0.3408554841104359,omL
0.7064450810255648,0.46213295138466115,1.0,0.5,0.5214219675897741,0.5878670486153389,0.3042659027693222,omL
0.673849457490894,0.49,1.0,0.5,0.5953978299635758,0.553075271254553,0.3046021700364242,omL
0.6892038667819033,0.5112391758413842,1.0,0.5,0.4948667513370586,0.554690206039654,0.26707860569394415,omL
0.739799266419353,0.5480358301231658,1.0,0.5,0.4166738609882726,0.5454910424692085,0.10609324321114944,omL
0.6628428688459037,0.49,1.0,0.5,0.5513714753836149,0.5585785655770482,0.34862852461638516,omL
0.6610083586280059,0.49,1.0,0.5,0.5440334345120232,0.5594958206859971,0.3559665654879768,omL
0.6636935952093934,0.49,1.0,0.5,0.5547743808375737,0.5581532023953033,0.3452256191624264,omL
0.6765760785416524,0.49,1.0,0.5,0.606304314166609,0.551711960729174,0.293695685833391,omL
0.6648855039329484,0.5193130235976907,1.0,0.5,0.5986260471953814,0.5697710078658969,0.262289921341031,omL
0.6799261967418173,0.49,1.0,0.5,0.6197047869672692,0.5500369016290914,0.28029521303273086,omL
