mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7452947781922484,0.5349432902151952,1.0,0.9529477819224847,0.4103514879770534,0.5029365526542606,0.35081639552371646,imL
0.724826397017082,0.46944447045466225,1.0,0.7482639701708194,0.4553819265624197,0.6462152208804264,0.5718749122155151,imL
0.7473244554452585,0.5414382574248272,1.0,0.9732445544525847,0.40588619802043135,0.4887288118831906,0.32889588119120844,imL
0.7154873143874458,0.43955940603982663,1.0,0.6548731438744582,0.4759279083476192,0.7115887992878793,0.6727370046155853,imL
0.7487634007364978,0.5460428823567931,1.0,0.9876340073649783,0.4027205183797048,0.4786561948445152,0.3133552720458235,imL
0.7369862741982736,0.5083560774344754,1.0,0.8698627419827356,0.4286301967637982,0.561096080612085,0.44054823865864556,imL
0.7112240891294093,0.4259170852141098,1.0,0.6122408912940931,0.4853070039152995,0.7414313760941347,0.7187798374023795,imL
0.7400744386466439,0.5182382036692607,1.0,0.9007443864664393,0.4218362349773834,0.5394789294734924,0.4071960626162455,imL
0.7267338067553738,0.4755481816171961,1.0,0.7673380675537378,0.4511856251381777,0.6328633527123836,0.5512748870419633,imL
0.7191136717358596,0.45116374955475086,1.0,0.6911367173585963,0.4679499221811088,0.6862042978489825,0.633572345252716,imL
0.74456020053072,0.5325926416983041,1.0,0.9456020053072001,0.411967558832416,0.5080785962849599,0.35874983426822393,imL
0.74280316646392,0.5269701326845442,1.0,0.9280316646392002,0.41583303377937597,0.5203778347525598,0.3777258021896637,imL
0.725774315085958,0.47247780827506575,1.0,0.7577431508595804,0.45329650681089234,0.6395797943982937,0.561637397071653,imL
0.7063218960912239,0.4102300674919167,1.0,0.5632189609122396,0.4960918285993073,0.7757467273614322,0.7717235222147811,imL
0.7144988274334553,0.4363962477870568,1.0,0.6449882743345525,0.47810257964639846,0.7185082079658132,0.6834126637186833,imL
0.7033536934761476,0.4007318191236724,1.0,0.5335369347614762,0.5026218743524753,0.7965241456669666,0.8037801104576057,imL
0.7152014132123895,0.43864452227964656,1.0,0.6520141321238955,0.476556890932743,0.7135901075132731,0.6758247373061927,imL
0.717612742236014,0.44636077515524497,1.0,0.6761274223601403,0.4712519670807691,0.6967108043479017,0.6497823838510484,imL
0.7163055481085009,0.44217775394720293,1.0,0.6630554810850091,0.474127794161298,0.7058611632404936,0.6639000804281902,imL
0.727692242716895,0.4786151766940641,1.0,0.7769224271689502,0.449077066022831,0.6261543009817347,0.5409237786575337,imL
0.7284286859073733,0.4809717949035946,1.0,0.7842868590737331,0.4474568910037787,0.6209991986483868,0.5329701922003682,imL
0.7131877411627183,0.4322007717206987,1.0,0.6318774116271832,0.4809869694420197,0.7276858118609717,0.697572395442642,imL
0.7435587153851665,0.5293878892325328,1.0,0.9355871538516649,0.41417082615263373,0.5150889923038344,0.3695658738402018,imL
0.7312707394040875,0.4900663660930802,1.0,0.8127073940408753,0.4412043733110074,0.6011048241713872,0.5022760144358545,imL
0.7432302481353449,0.5283367940331036,1.0,0.9323024813534485,0.4148934541022413,0.517388263052586,0.37311332013827553,imL
0.7176830151774265,0.4465856485677649,1.0,0.6768301517742652,0.47109736660966167,0.6962188937580143,0.6490234360837935,imL
0.7334047121198993,0.4968950787836779,1.0,0.8340471211989934,0.4365096333362215,0.5861670151607046,0.4792291091050871,imL
0.746247167705256,0.5379909366568192,1.0,0.9624716770525596,0.4082562310484369,0.49626982606320824,0.3405305887832355,imL
0.7352065250710857,0.5026608802274746,1.0,0.8520652507108577,0.4325456448436113,0.5735543245023995,0.45976952923227354,imL
0.7341877076138601,0.4994006643643526,1.0,0.8418770761386016,0.4347870432495077,0.5806860467029789,0.47077275777031014,imL
0.7211599339076559,0.4577117885044989,1.0,0.7115993390765589,0.46344814540315704,0.6718804626464088,0.6114727137973164,imL
0.7444224257525868,0.5321517624082777,1.0,0.9442242575258675,0.4122706633443092,0.5090430197318927,0.3602378018720631,imL
0.7215170269095772,0.4588544861106473,1.0,0.7151702690957726,0.46266254079893004,0.669380811632959,0.6076161093765654,imL
0.7311204769548804,0.48958552625561713,1.0,0.8112047695488035,0.44153495069926324,0.6021566613158376,0.5038988488872922,imL
0.7373956588700551,0.5096661083841764,1.0,0.8739565887005509,0.4277295504858788,0.5582303879096142,0.4361268842034049,imL
0.7494803651487554,0.5483371684760172,1.0,0.9948036514875538,0.4011431966727382,0.4736374439587123,0.3056120563934418,imL
0.7042243616830689,0.4035179573858205,1.0,0.5422436168306891,0.5007064042972484,0.7904294682185176,0.7943768938228557,imL
0.7496556507807021,0.5488980824982467,1.0,0.9965565078070207,0.40075756828245546,0.4724104445350855,0.30371897156841765,imL
0.7352566808483485,0.5028213787147152,1.0,0.8525668084834851,0.4324353021336333,0.5732032340615604,0.459227846837836,imL
0.7147222525992257,0.4371112083175226,1.0,0.647222525992258,0.47761104428170326,0.7169442318054193,0.6809996719283613,imL
0.7182688109348013,0.4484601949913643,1.0,0.6826881093480135,0.46980861594343704,0.6921183234563906,0.6426968419041454,imL
0.7260270042308072,0.4732864135385835,1.0,0.7602700423080732,0.45274059069222394,0.6378109703843488,0.5589083543072809,imL
0.7301794859259754,0.4865743549631214,1.0,0.8017948592597544,0.44360513096285403,0.608743598518172,0.5140615519994652,imL
0.7043215703064832,0.40382902498074663,1.0,0.5432157030648331,0.5004925453257367,0.7897490078546168,0.7933270406899802,imL
0.7030110783479444,0.3996354507134222,1.0,0.5301107834794443,0.5033756276345223,0.7989224515643889,0.8074803538422002,imL
0.7492446560079463,0.5475828992254282,1.0,0.9924465600794631,0.40166175678251814,0.4752874079443758,0.3081577151141798,imL
0.7470443246311895,0.5405418388198064,1.0,0.9704432463118953,0.40650248581138304,0.49068972758167334,0.33192129398315307,imL
0.7394499612575136,0.5162398760240438,1.0,0.8944996125751365,0.42321008523347,0.5438502711974045,0.41394041841885254,imL
0.7116121435205001,0.4271588592656004,1.0,0.6161214352050011,0.48445328425489975,0.7387149953564992,0.7145888499785987,imL
0.7283306764971917,0.4806581647910136,1.0,0.7833067649719173,0.4476725117061782,0.6216852645196578,0.5340286938303292,imL
0.7419012524572479,0.5240840078631934,1.0,0.9190125245724794,0.41781724459405456,0.5266912327992643,0.38746647346172214,imL
0.7351642179732577,0.5025254975144247,1.0,0.8516421797325768,0.4326387204588331,0.5738504741871961,0.4602264458888169,imL
0.7082706638463714,0.4164661243083887,1.0,0.5827066384637145,0.4918045395379828,0.7621053530753997,0.7506768304591882,imL
0.7225527875812257,0.46216892025992207,1.0,0.7255278758122563,0.4603838673213036,0.6621304869314205,0.596429894122763,imL
0.7185347232563515,0.4493111144203249,1.0,0.6853472325635153,0.46922360883602665,0.6902569372055394,0.6398249888314036,imL
0.7290606559621897,0.48299409907900714,1.0,0.7906065596218972,0.44606655688318264,0.6165754082646719,0.526144915608351,imL
0.7274241421612949,0.4777572549161437,1.0,0.774241421612949,0.44966688724515125,0.6280310048709357,0.5438192646580151,imL
0.7194885804237475,0.4523634573559922,1.0,0.6948858042374755,0.4671251230677554,0.6835799370337671,0.6295233314235263,imL
0.703606415121548,0.4015405283889535,1.0,0.5360641512154797,0.5020658867325944,0.7947550941491641,0.8010507166872819,imL
0.7045631664451902,0.404602132624609,1.0,0.545631664451903,0.4999610338205813,0.7880578348836679,0.7907178023919447,imL
0.7222101343696352,0.4610724299828327,1.0,0.7221013436963521,0.4611377043868025,0.6645290594125535,0.6001305488079396,imL
0.7167646503093913,0.4436468809900524,1.0,0.6676465030939136,0.473117769319339,0.7026474478342604,0.6589417766585732,imL
0.7275420741938399,0.47813463742028767,1.0,0.7754207419383989,0.44940743677355227,0.6272054806431208,0.5425455987065291,imL
0.7197618493360634,0.453237917875403,1.0,0.6976184933606344,0.46652393146066046,0.681667054647556,0.6265720271705149,imL
0.7463441560082832,0.5383012992265063,1.0,0.963441560082832,0.408042856781777,0.4955909079420176,0.3394831151105414,imL
0.7030424328478847,0.3997357851132311,1.0,0.5304243284788471,0.5033066477346536,0.798702970064807,0.8071417252428451,imL
0.7131746222716983,0.4321587912694345,1.0,0.6317462227169828,0.4810158310022638,0.727777644098112,0.6977140794656584,imL
0.7385926882941114,0.5134966025411566,1.0,0.8859268829411141,0.42509608575295493,0.5498511819412202,0.4231989664235967,imL
0.7400057144486933,0.5180182862358187,1.0,0.9000571444869334,0.42198742821287466,0.5399599988591466,0.4079382839541119,imL
0.7302940240609561,0.4869408769950596,1.0,0.8029402406095613,0.44335314706589657,0.6079418315733071,0.5128245401416738,imL
0.7396344377737402,0.5168302008759684,1.0,0.8963443777374013,0.42280423689777175,0.5425589355838191,0.41194807204360656,imL
0.7316218496008637,0.49118991872276396,1.0,0.8162184960086372,0.44043193087809984,0.5986470527939539,0.49848402431067174,imL
0.7001216767512148,0.3903893656038875,1.0,0.5012167675121483,0.5097323111473274,0.8191482627414961,0.8386858910868799,imL
0.7340478388393572,0.4989530842859432,1.0,0.8404783883935725,0.43509475455341406,0.5816651281244992,0.4722833405349417,imL
0.7039358635965891,0.40259476350908535,1.0,0.5393586359658917,0.5013411000875039,0.7924489548238758,0.7974926731568369,imL
0.7247680987678837,0.4692579160572279,1.0,0.7476809876788371,0.45551018271065585,0.646623308624814,0.5725045333068559,imL
0.7320625882338012,0.4926002823481641,1.0,0.8206258823380128,0.4394623058856372,0.595561882363391,0.49372404707494616,imL
0.7494624947869584,0.5482799833182669,1.0,0.9946249478695839,0.40118251146869155,0.4737625364912913,0.3058050563008494,imL
0.7042017401462927,0.40344556846813684,1.0,0.5420174014629275,0.500756171678156,0.7905878189759507,0.7946212064200382,imL
0.7320482991019607,0.49255455712627416,1.0,0.8204829910196068,0.4394937419756865,0.5956619062862752,0.49387836969882465,imL
0.7066488780756951,0.4112764098422245,1.0,0.5664887807569516,0.49537246823347064,0.7734578534701338,0.7681921167824922,imL
0.6623357940274688,0.4958792352777216,0.48,0.5,0.5385301911805697,0.7247245883336704,0.7253284119450624,imS
0.7454434336227559,0.5109897152041375,0.48,0.5,0.5347525711989657,0.6340617087751754,0.5591131327544883,imS
0.7517697324304108,0.5121399513509838,0.48,0.5,0.5344650121622541,0.6271602918940973,0.5464605351391784,imS
0.767074356729472,0.5149226103144494,0.48,0.5,0.5337693474213877,0.6104643381133033,0.515851286541056,imS
0.841408498749541,0.5284379088635529,0.48,0.5,0.5303905227841118,0.5293725468186825,0.3671830025009179,imS
0.6510319063583605,0.49382398297424734,0.48,0.5,0.5390440042564382,0.7370561021545158,0.7479361872832789,imS
0.7918994069132573,0.5194362558024105,0.48,0.5,0.5326409360493974,0.5833824651855375,0.4662011861734854,imS
0.7533044737687509,0.512418995230682,0.48,0.5,0.5343952511923296,0.6254860286159082,0.5433910524624983,imS
0.7731976356527629,0.5160359337550479,0.48,0.5,0.5334910165612381,0.6037843974697132,0.5036047286944743,imS
0.678481352742268,0.4988147914076851,0.48,0.5,0.5377963021480787,0.7071112515538895,0.6930372945154641,imS
0.722308382053117,0.5067833421914758,0.48,0.5,0.5358041644521311,0.6592999468511451,0.6053832358937661,imS
0.6912860133995047,0.5011429115271827,0.48,0.5,0.5372142721182044,0.693142530836904,0.6674279732009907,imS
0.7627899907348792,0.514143634679069,0.48,0.5,0.5339640913302328,0.6151381919255863,0.5244200185302416,imS
0.7881152374923278,0.5187482249986051,0.48,0.5,0.5328129437503487,0.5875106500083697,0.47376952501534436,imS
0.7821233655299697,0.5176587937327218,0.48,0.5,0.5330853015668195,0.5940472376036694,0.48575326894006055,imS
0.6890014659418833,0.5007275392621606,0.48,0.5,0.5373181151844599,0.6956347644270364,0.6719970681162335,imS
0.6370269363028308,0.49127762478233283,0.48,0.5,0.5396805938044168,0.7523342513060027,0.7759461273943384,imS
0.6378046525930021,0.49141902774418217,0.48,0.5,0.5396452430639544,0.7514858335349068,0.7743906948139959,imS
0.7334086130465934,0.5088015660084715,0.48,0.5,0.5352996084978822,0.6471906039491708,0.5831827739068132,imS
0.8295071687644081,0.5262740306844379,0.48,0.5,0.5309314923288906,0.542355815893373,0.3909856624711837,imS
0.8088800630585031,0.5225236478288188,0.48,0.5,0.5318690880427953,0.5648581130270875,0.4322398738829938,imS
0.6704777546251596,0.49735959175002903,0.48,0.5,0.5381601020624928,0.7158424494998259,0.7090444907496809,imS
0.7356371096692633,0.5092067472125934,0.48,0.5,0.5351983131968517,0.64475951672444,0.5787257806614733,imS
0.6704979543521549,0.49736326442766454,0.48,0.5,0.5381591838930839,0.7158204134340129,0.7090040912956903,imS
0.7975472391896519,0.5204631343981185,0.48,0.5,0.5323842164004704,0.577221193611289,0.4549055216206963,imS
0.7801601965964924,0.517301853926635,0.48,0.5,0.5331745365183412,0.5961888764401901,0.48967960680701517,imS
0.6492420286739146,0.4934985506679845,0.48,0.5,0.5391253623330039,0.7390086959920932,0.7515159426521709,imS
0.7444918228894465,0.5108166950708085,0.48,0.5,0.5347958262322979,0.6350998295751492,0.561016354221107,imS
0.6813014904147634,0.4993275437117752,0.48,0.5,0.5376681140720563,0.704034737729349,0.6873970191704732,imS
0.6943550998367031,0.5017009272430369,0.48,0.5,0.5370747681892408,0.6897944365417785,0.6612898003265939,imS
0.7141186036829925,0.505294291578726,0.48,0.5,0.5361764271053185,0.6682342505276445,0.6217627926340148,imS
0.7439805971957397,0.51072374494468,0.48,0.5,0.53481906376383,0.6356575303319203,0.5620388056085205,imS
0.779170596534809,0.5171219266426925,0.48,0.5,0.5332195183393269,0.5972684401438447,0.491658806930382,imS
0.8029670834483323,0.5214485606269695,0.48,0.5,0.5321378598432577,0.5713086362381828,0.44406583310333525,imS
0.836859103275173,0.5276107460500314,0.48,0.5,0.5305973134874922,0.5343355236998113,0.37628179344965396,imS
0.8062116781084225,0.5220384869288042,0.48,0.5,0.531990378267799,0.5677690784271754,0.43757664378315475,imS
0.6348201458949863,0.4908763901627248,0.48,0.5,0.5397809024593189,0.7547416590236514,0.7803597082100276,imS
0.7212322776126594,0.5065876868386654,0.48,0.5,0.5358530782903337,0.660473878968008,0.6075354447746812,imS
0.6767122236915348,0.4984931315802791,0.48,0.5,0.5378767171049302,0.7090412105183256,0.6965755526169302,imS
0.6556296093986829,0.4946599289815787,0.48,0.5,0.5388350177546054,0.7320404261105279,0.7387407812026344,imS
0.8191343322765318,0.5243880604139148,0.48,0.5,0.5314029848965213,0.5536716375165108,0.41173133544693646,imS
0.7310979822642719,0.5083814513207767,0.48,0.5,0.5354046371698059,0.6497112920753397,0.5878040354714562,imS
0.8429197675743316,0.5287126850135149,0.48,0.5,0.5303218287466214,0.527723889918911,0.36416046485133674,imS
0.6747205481225416,0.498131008749553,0.48,0.5,0.5379672478126117,0.711213947502682,0.7005589037549169,imS
0.8212843574171872,0.5247789740758523,0.48,0.5,0.531305256481037,0.5513261555448867,0.40743128516562566,imS
0.7510760683080292,0.5120138306014599,0.48,0.5,0.5344965423496351,0.6279170163912409,0.5478478633839416,imS
0.6926187206172782,0.5013852219304142,0.48,0.5,0.5371536945173965,0.6916886684175148,0.6647625587654435,imS
0.7596477970227509,0.5135723267314093,0.48,0.5,0.5341069183171477,0.6185660396115444,0.5307044059544982,imS
0.6535374041186232,0.4942795280215678,0.48,0.5,0.5389301179946081,0.734322831870593,0.7429251917627537,imS
0.6526973489973285,0.494126790726787,0.48,0.5,0.5389683023183033,0.7352392556392782,0.7446053020053433,imS
0.7654159111818674,0.5146210747603396,0.48,0.5,0.5338447313099152,0.6122735514379629,0.5191681776362653,imS
0.7048522143150565,0.5036094935118285,0.48,0.5,0.5365976266220429,0.6783430389290293,0.640295571369887,imS
0.6446999790172105,0.49267272345767466,0.48,0.5,0.5393318191355814,0.743963659253952,0.7606000419655788,imS
0.8422915946000095,0.5285984717454563,0.48,0.5,0.5303503820636359,0.5284091695272625,0.3654168107999811,imS
0.6396988651524627,0.4917634300277205,0.48,0.5,0.5395591424930699,0.7494194198336772,0.7706022696950747,imS
0.811601547240181,0.5230184631345783,0.48,0.5,0.5317453842163554,0.5618892211925299,0.4267969055196381,imS
0.7609889567502487,0.5138161739545907,0.48,0.5,0.5340459565113523,0.6171029562724559,0.5280220864995026,imS
0.8254602237437161,0.5255382224988575,0.48,0.5,0.5311154443752857,0.5467706650068551,0.3990795525125677,imS
0.7237174974170254,0.5070395449849137,0.48,0.5,0.5357401137537716,0.6577627300905178,0.6025650051659492,imS
0.7066042838429254,0.5039280516078046,0.48,0.5,0.5365179870980489,0.6764316903531723,0.6367914323141491,imS
0.8320119823125692,0.5267294513295581,0.48,0.5,0.5308176371676105,0.5396232920226517,0.38597603537486147,imS
0.6935354157378549,0.5015518937705191,0.48,0.5,0.5371120265573702,0.6906886373768856,0.6629291685242902,imS
0.7087362422694211,0.504315680412622,0.48,0.5,0.5364210798968445,0.6741059175242679,0.6325275154611578,imS
0.637385379755953,0.4913427963192642,0.48,0.5,0.539664300920184,0.7519432220844149,0.775229240488094,imS
0.6489044559308207,0.49343717380560376,0.48,0.5,0.5391407065485991,0.7393769571663774,0.7521910881383587,imS
0.8462749210702367,0.5293227129218613,0.48,0.5,0.5301693217695347,0.5240637224688327,0.3574501578595265,imS
0.7238073740247316,0.5070558861863148,0.48,0.5,0.5357360284534213,0.657664682882111,0.6023852519505368,imS
0.6542463209610859,0.49440842199292473,0.48,0.5,0.5388978945017688,0.7335494680424517,0.7415073580778282,imS
0.7460181120218515,0.5110942021857912,0.48,0.5,0.5347264494535522,0.6334347868852528,0.5579637759562969,imS
0.7138850765026045,0.5052518320913826,0.48,0.5,0.5361870419771544,0.6684890074517043,0.6222298469947911,imS
0.821627706010295,0.5248414010927809,0.48,0.5,0.5312896497268048,0.5509515934433146,0.40674458797940993,imS
0.8278189940508555,0.5259670898274282,0.48,0.5,0.5310082275431429,0.5441974610354304,0.3943620118982891,imS
0.6602054188955397,0.4954918943446436,0.48,0.5,0.5386270264138391,0.7270486339321385,0.7295891622089206,imS
0.7862053767902101,0.51840097759822,0.48,0.5,0.532899755600445,0.5895941344106799,0.47758924641957984,imS
0.8030749950418018,0.5214681809166912,0.48,0.5,0.5321329547708272,0.5711909144998526,0.4438500099163963,imS
0.7431618164558104,0.5105748757192383,0.48,0.5,0.5348562810701905,0.6365507456845705,0.5636763670883792,imS
0.7617425300244085,0.5139531872771652,0.48,0.5,0.5340117031807088,0.6162808763370089,0.5265149399511828,imS
0.6724535311909889,0.49771882385290706,0.48,0.5,0.5380702940367733,0.7136870568825575,0.705092937618022,imS
0.667686861276313,0.49685215659569326,0.48,0.5,0.5382869608510767,0.7188870604258404,0.714626277447374,imS
0.8390505436800622,0.5280091897600113,0.48,0.5,0.5304977025599972,0.5319448614399322,0.3718989126398757,imS
0.7702745592975205,0.5155044653268219,0.48,0.5,0.5336238836682945,0.6069732080390685,0.509450881404959,imS
0.6603616338481749,0.4955202970633045,0.48,0.5,0.5386199257341739,0.7268782176201728,0.7292767323036501,imS
0.7003454838791949,0.5027900879780355,0.48,0.5,0.5368024780054912,0.6832594721317874,0.6493090322416102,imS
0.6470481215930993,0.4930996584714726,0.48,0.5,0.5392250853821319,0.7414020491711644,0.7559037568138014,imS
0.8278972384179735,0.5259813160759952,0.48,0.5,0.5310046709810012,0.544112103544029,0.394205523164053,imS
0.791078840580625,0.5192870619237501,0.48,0.5,0.5326782345190625,0.5842776284575,0.4678423188387498,imS
0.7359155309489558,0.5092573692634466,0.48,0.5,0.5351856576841384,0.6444557844193209,0.5781689381020884,imS
0.7635434427882555,0.514280625961501,0.48,0.5,0.5339298435096248,0.614316244230994,0.5229131144234889,imS
0.7773027765974385,0.5167823230177161,0.48,0.5,0.533304419245571,0.5993060618937034,0.4953944468051229,imS
0.6752456866549762,0.49822648848272294,0.48,0.5,0.5379433778793193,0.7106410691036623,0.6995086266900475,imS
0.6581224171464879,0.4951131667539069,0.48,0.5,0.5387217083115233,0.7293209994765586,0.7337551657070241,imS
0.7941467840881441,0.5198448698342081,0.48,0.5,0.532538782541448,0.5809307809947519,0.46170643182371174,imS
0.8480236648641781,0.5296406663389415,0.48,0.5,0.5300898334152646,0.5221560019663511,0.3539526702716436,imS
0.8097404211946866,0.5226800765808521,0.48,0.5,0.531829980854787,0.5639195405148875,0.4305191576106269,imS
0.817056497596129,0.5240102722902052,0.48,0.5,0.5314974319274487,0.5559383662587685,0.4158870048077421,imS
0.8149295630806639,0.5236235569237571,0.48,0.5,0.5315941107690607,0.5582586584574576,0.42014087383867227,imS
0.7905848762642372,0.5191972502298613,0.48,0.5,0.5327006874425347,0.5848164986208321,0.4688302474715255,imS
0.848634429529857,0.529751714459974,0.48,0.5,0.5300620713850065,0.521489713240156,0.35273114094028596,imS
0.7786570962854447,0.51702856296099,0.48,0.5,0.5332428592597526,0.5978286222340603,0.49268580742911056,imS
0.7781805670837919,0.5169419212879621,0.48,0.5,0.5332645196780095,0.598348472272227,0.49363886583241623,imS
0.8199244013602104,0.5245317093382201,0.48,0.5,0.531367072665445,0.5528097439706796,0.41015119727957916,imS
0.724256851910581,0.5071376094382875,0.48,0.5,0.5357155976404282,0.6571743433702752,0.601486296178838,imS
0.6481494478727169,0.49329989961322124,0.48,0.5,0.5391750250966947,0.7402006023206725,0.7537011042545664,imS
0.7734537357621741,0.5160824974113044,0.48,0.5,0.533479375647174,0.6035050155321737,0.5030925284756518,imS
0.7601718002332664,0.5136676000424121,0.48,0.5,0.534083099989397,0.6179943997455276,0.5296563995334673,imS
0.8438032655016545,0.5288733210003008,0.48,0.5,0.5302816697499249,0.526760073998195,0.36239346899669095,imS
0.8250291970934706,0.5254598540169947,0.48,0.5,0.5311350364957513,0.5472408758980322,0.3999416058130589,imS
0.7591355810694023,0.5134791965580732,0.48,0.5,0.5341302008604818,0.6191248206515613,0.5317288378611955,imS
0.6863249730575255,0.5002409041922774,0.48,0.5,0.5374397739519307,0.6985545748463358,0.677350053884949,imS
0.7549969542115369,0.5127267189475522,0.48,0.5,0.534318320263112,0.623639686314687,0.5400060915769261,imS
0.7516174742451868,0.5121122680445794,0.48,0.5,0.5344719329888552,0.6273263917325235,0.5467650515096264,imS
0.7972406352657077,0.5204073882301287,0.48,0.5,0.5323981529424678,0.577555670619228,0.45551872946858457,imS
0.7747841774296533,0.5163243958963006,0.48,0.5,0.5334189010259249,0.6020536246221965,0.5004316451406934,imS
0.6336300570766901,0.49066001037758,0.48,0.5,0.539834997405605,0.7560399377345199,0.7827398858466199,imS
0.6685344150783662,0.4970062572869757,0.48,0.5,0.5382484356782561,0.7179624562781459,0.7129311698432677,imS
0.7125520103241437,0.5050094564225716,0.48,0.5,0.5362476358943571,0.6699432614645705,0.6248959793517126,imS
0.7188230522215471,0.5061496458584631,0.48,0.5,0.5359625885353843,0.6631021248492214,0.6123538955569059,imS
0.6456110444893826,0.4928383717253423,0.48,0.5,0.5392904070686645,0.7429697696479463,0.7587779110212348,imS
0.6985170862205644,0.5024576520401026,0.48,0.5,0.5368855869899744,0.6852540877593843,0.6529658275588712,imS
0.6409982809632981,0.49199968744787237,0.48,0.5,0.5395000781380319,0.7480018753127656,0.7680034380734038,imS
0.8031396580842548,0.5214799378335009,0.48,0.5,0.5321300155416248,0.5711203729989948,0.4437206838314904,imS
0.746939995240599,0.5112618173164726,0.48,0.5,0.5346845456708819,0.6324290961011647,0.556120009518802,imS
0.7540951223244864,0.512562749513543,0.48,0.5,0.5343593126216143,0.6246235029187421,0.5418097553510272,imS
0.7780943930413626,0.5169262532802478,0.48,0.5,0.5332684366799381,0.5984424803185134,0.49381121391727467,imS
0.8341069143792389,0.5271103480689525,0.48,0.5,0.5307224129827619,0.5373379115862849,0.3817861712415222,imS
0.6555382781656739,0.49464332330284977,0.48,0.5,0.5388391691742875,0.7321400601829012,0.7389234436686523,imS
0.817989985510367,0.5241799973655212,0.48,0.5,0.5314550006586197,0.5549200158068724,0.41402002897926615,imS
0.6326504742498212,0.49048190440905837,0.48,0.5,0.5398795238977354,0.7571085735456496,0.7846990515003577,imS
0.7184501272487964,0.506081841317963,0.48,0.5,0.5359795396705093,0.663508952092222,0.6130997455024071,imS
0.8368288702158027,0.527605249130146,0.48,0.5,0.5305986877174635,0.5343685052191244,0.3763422595683947,imS
0.8253809364638242,0.5255238066297863,0.48,0.5,0.5311190483425535,0.5468571602212827,0.3992381270723517,imS
0.7316969497579914,0.508490354501453,0.48,0.5,0.5353774113746368,0.6490578729912821,0.5866061004840173,imS
0.7857617877062959,0.5183203250375084,0.48,0.5,0.5329199187406229,0.5900780497749498,0.4784764245874081,imS
0.7762743390633853,0.516595334375161,0.48,0.5,0.5333511664062098,0.6004279937490342,0.49745132187322944,imS
0.7661132573755597,0.5147478649773745,0.48,0.5,0.5338130337556564,0.611512810135753,0.5177734852488806,imS
0.7989245452364522,0.520713553679355,0.48,0.5,0.5323216115801613,0.5757186779238703,0.4521509095270956,imS
0.8169524759004327,0.5239913592546241,0.48,0.5,0.531502160186344,0.5560518444722552,0.4160950481991345,imS
0.8225404083447956,0.5250073469717811,0.48,0.5,0.5312481632570548,0.549955918169314,0.4049191833104089,imS
0.8033254101779503,0.5215137109414455,0.48,0.5,0.5321215722646386,0.5709177343513269,0.44334917964409926,imS
0.719285012635553,0.5062336386610097,0.48,0.5,0.5359415903347476,0.6625981680339422,0.611429974728894,imS
0.6946382705007389,0.46921703769955664,1.0,0.5,0.5261446917997045,0.5807829623004434,0.3184340753991133,omL
0.7424767052339094,0.5499830583519341,1.0,0.5,0.41253600100214005,0.5450042354120165,0.09757411971028834,omL
0.6647852423600707,0.49,1.0,0.5,0.559140969440283,0.5576073788199647,0.34085903055971695,omL
0.6741817625814112,0.4814909424511533,1.0,0.5,0.5343272949674356,0.5685090575488467,0.34298188490230663,omL
0.6825053848484413,0.47649676909093525,1.0,0.5,0.5309978460606235,0.5735032309090647,0.33299353818187044,omL
0.66206982799665,0.5024189679798997,1.0,0.5,0.5648379359597995,0.5641396559933,0.31860344006700086,omL
0.6654734129205079,0.49,1.0,0.5,0.5618936516820314,0.5572632935397461,0.33810634831796854,omL
0.6633544032225304,0.510126419335182,1.0,0.5,0.5802528386703639,0.5667088064450607,0.29291193554939354,omL
0.6701274591751095,0.49,1.0,0.5,0.580509836700438,0.5549362704124453,0.31949016329956204,omL
0.6632528854212527,0.5095173125275162,1.0,0.5,0.5790346250550323,0.5665057708425054,0.2949422915749461,omL
0.692828450288651,0.5138752365735643,1.0,0.5,0.4892651222811758,0.554031190856609,0.25554583999065605,omL
0.7088106539161315,0.4607136076503211,1.0,0.5,0.5204757384335474,0.5892863923496788,0.3014272153006422,omL
0.6913300852520846,0.4712019488487492,1.0,0.5,0.5274679658991661,0.5787980511512508,0.3224038976974984,omL
0.6703328712190806,0.49,1.0,0.5,0.5813314848763224,0.5548335643904597,0.31866851512367766,omL
0.6605421156150901,0.4932526936905405,1.0,0.5,0.546505387381081,0.5610842312301803,0.34915768769819827,omL
0.6683150398574099,0.5398902391444595,1.0,0.5,0.6397804782889192,0.5766300797148198,0.19369920285180153,omL
0.7036471281670073,0.5217433659396415,1.0,0.5,0.4725453473782616,0.5520641585150896,0.22112277401406796,omL
0.7478668287660116,0.5539031481934629,1.0,0.5,0.4042058100888912,0.5440242129516343,0.08042372665359959,omL
0.6808995725271222,0.4774602564837267,1.0,0.5,0.5316401709891512,0.5725397435162733,0.3349205129674534,omL
0.6609924385603437,0.49072177349843177,1.0,0.5,0.5384662313158326,0.5598195566253921,0.35684224094436107,omL
0.6710063727851577,0.48339617632890536,1.0,0.5,0.5355974508859369,0.5666038236710946,0.3467923526578107,omL
0.6612773957193574,0.49766437431614424,1.0,0.5,0.5553287486322885,0.5625547914387148,0.33445208561285256,omL
0.6641143805363934,0.5146862832183602,1.0,0.5,0.5893725664367204,0.5682287610727867,0.27771238927213276,omL
